result,spieler,matchesplayed,minutesplayed,team,land,q,gebdat,pos,laenderspiele,laenderspieltore,quelle,tore,assists,attemptsontarget,attemptsofftarget,attemptsblocked,foulscommited,foulssuffered,yellowcards,passes,passescomplete
1343,Michal Kadlec,6,540,Czech Republic,Tschechien,q,31029,Verteidigung,65,8,http://www.uefa.com/uefaeuro/season=2016/teams/player=70227/index.html,,,1,1,1,5,11,0,215,196
1351,Levon Hayrapetyan,6,540,Armenia,Armenien,nq,32615,Verteidigung,19,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=108981/index.html,,,0,0,0,5,4,0,192,164
1352,Mesut Özil,6,540,Germany,Deutschland,q,32431,Mittelfeld,73,19,http://www.uefa.com/uefaeuro/season=2016/teams/player=103697/index.html,,,6,3,3,5,8,0,479,425
1362,Kamo Hovhannisyan,8,562,Armenia,Armenien,nq,33882,Verteidigung,27,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250006148/index.html,,,1,0,1,5,4,0,162,129
1385,Juanfran,7,621,Spain,Spanien,q,31056,Verteidigung,16,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=69172/index.html,,,0,1,0,5,8,0,292,267
1394,Atli Gregersen,7,630,Faroe Islands,Faroe Islands,nq,30117,Verteidigung,31,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=46209/index.html,,,0,0,0,5,7,5,192,177
1432,Eytan Tibi,8,681,Israel,Israel,nq,32097,Verteidigung,26,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=106179/index.html,,,0,1,0,5,3,2,365,342
1443,Michael Krohn-Dehli,9,701,Denmark,Dänemark,nq,30473,Mittelfeld,59,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=63344/index.html,,,2,5,1,5,11,1,366,330
1453,Badavi Hüseynov,8,718,Azerbaijan,Azerbaijan,nq,33430,Verteidigung,23,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250040486/index.html,,,0,1,0,5,10,0,319,295
1460,Victor Golovatenco,8,720,Moldova,Moldawien,nq,30800,Verteidigung,75,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=59043/index.html,,,0,0,0,5,5,3,195,173
1462,Kaspars Dubra,8,720,Latvia,Lettland,nq,33227,Verteidigung,14,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1907541/index.html,,,1,0,0,5,5,1,212,164
1509,Răzvan Raţ,9,810,Romania,Rumänien,q,29732,Verteidigung,111,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=41544/index.html,,,2,3,1,5,7,1,364,313
1511,Maxime Chanot,9,810,Luxembourg,Luxemburg,nq,32833,Verteidigung,20,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250059286/index.html,,,2,3,0,5,6,0,251,222
1555,Andrei Agius,10,900,Malta,Malta,nq,31636,Verteidigung,58,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=95935/index.html,,,1,0,1,5,7,2,212,188
1573,Omar Elabdellaoui,11,990,Norway,Norwegen,nq,33577,Verteidigung,22,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1905535/index.html,,,1,4,3,5,9,1,487,436
751,André André,1,90,Portugal,Portugal,q,32746,Mittelfeld,4,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250063840/index.html,,,0,0,0,6,5,1,32,26
812,Azat Nurgaliyev,6,102,Kazakhstan,Kasachstan,nq,31593,Mittelfeld,28,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=72992/index.html,,,0,1,0,6,5,2,37,32
847,Eugeniu Sidorenco,3,121,Moldova,Moldawien,nq,32586,Angriff,28,7,http://www.uefa.com/uefaeuro/season=2016/teams/player=250008150/index.html,,,0,2,1,6,0,1,18,16
863,Pontus Wernbloom,6,133,Sweden,Schweden,q,31588,Mittelfeld,50,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=99720/index.html,,,0,0,0,6,1,2,63,48
872,Sander Puri,4,136,Estonia,Estland,nq,32270,Mittelfeld,66,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=96680/index.html,,,1,1,0,6,1,0,38,36
900,Jovan Kostovski,3,154,FYR Macedonia,Mazedonien,nq,31886,Angriff,13,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=73472/index.html,,,0,3,0,6,4,1,23,21
922,Lior Refaelov,5,171,Israel,Israel,nq,31528,Mittelfeld,35,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=67193/index.html,,,1,0,1,6,7,3,79,67
965,Kyriakos Papadopoulos,2,180,Greece,Griechenland,nq,33657,Verteidigung,20,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=1901610/index.html,,,0,2,0,6,3,0,81,79
985,Jamie Vardy,3,188,England,England,q,31788,Angriff,8,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250082842/index.html,,,1,1,1,6,2,1,38,28
991,Andrei Prepeliţă,5,192,Romania,Rumänien,q,31389,Mittelfeld,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=72354/index.html,,,0,1,0,6,3,0,76,67
1011,Mladen Kašćelan,4,203,Montenegro,Montenegro,nq,30360,Mittelfeld,25,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=62930/index.html,,,0,0,0,6,4,1,94,81
1021,Vladimir Božović,3,212,Montenegro,Montenegro,nq,29903,Mittelfeld,41,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=93916/index.html,,,0,0,0,6,2,1,45,36
1026,Dalibor Stevanović,3,214,Slovenia,Slowenien,nq,30952,Mittelfeld,22,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=68849/index.html,,,0,0,1,6,8,3,102,90
1027,Saša Balić,5,214,Montenegro,Montenegro,nq,32902,Verteidigung,12,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1908490/index.html,,,0,0,0,6,3,0,64,52
1041,Yuri Zhirkov,3,227,Russia,Russland,q,30548,Mittelfeld,67,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=94880/index.html,,,1,2,0,6,7,0,66,51
1050,Jonjo Shelvey,3,238,England,England,q,33661,Mittelfeld,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250006113/index.html,,,1,4,2,6,1,1,214,188
1051,Gints Freimanis,5,239,Latvia,Lettland,nq,31176,Verteidigung,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=95601/index.html,,,0,0,2,6,2,3,51,40
1069,Ricardo Delgado,3,261,Luxembourg,Luxemburg,nq,34387,Verteidigung,7,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250052001/index.html,,,0,1,0,6,2,0,65,52
1071,Dmitri Miroshnichenko,3,263,Kazakhstan,Kasachstan,nq,33660,Verteidigung,5,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250034756/index.html,,,0,0,1,6,3,0,62,53
1073,Stefan Mugoša,5,265,Montenegro,Montenegro,nq,33660,Angriff,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250004293/index.html,,,2,2,2,6,5,0,81,62
1109,Maurice Deville,8,280,Luxembourg,Luxemburg,nq,33816,Angriff,28,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=1905411/index.html,,,1,2,1,6,0,1,82,71
1115,Martin Ødegaard,5,289,Norway,Norwegen,nq,36146,Mittelfeld,9,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250081341/index.html,,,2,1,0,6,3,0,197,182
1127,Maksim Volodko,4,311,Belarus,Belarus,nq,33918,Mittelfeld,10,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250012008/index.html,,,0,2,0,6,0,0,95,75
1128,Matija Nastasić,4,311,Serbia,Serbien,nq,34056,Verteidigung,19,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250007254/index.html,,,0,1,0,6,1,1,183,164
1133,Mikhail Sivakov,4,315,Belarus,Belarus,nq,32158,Verteidigung,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=96704/index.html,,,0,0,0,6,3,1,179,154
1141,Renan Bressan,5,320,Belarus,Belarus,nq,32450,Mittelfeld,24,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250001569/index.html,,,3,3,1,6,4,0,137,114
1148,Araz Abdullayev,5,333,Azerbaijan,Azerbaijan,nq,33712,Mittelfeld,19,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1907025/index.html,,,1,2,1,6,3,1,126,108
1164,Akaki Khubutia,4,360,Georgia,Georgien,nq,31488,Verteidigung,20,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=64129/index.html,,,1,1,0,6,2,1,126,115
1185,Sergei Balanovich,4,360,Belarus,Belarus,nq,32018,Mittelfeld,25,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=1902655/index.html,,,0,3,3,6,7,1,88,71
1189,Serhiy Rybalka,6,362,Ukraine,Ukraine,q,32964,Mittelfeld,9,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250010235/index.html,,,2,2,2,6,11,2,200,180
1193,Jakub Wawrzyniak,5,373,Poland,Polen,q,30504,Verteidigung,46,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1902722/index.html,,,0,0,0,6,3,0,126,117
1199,Vykintas Slivka,5,378,Lithuania,Litauen,nq,34818,Mittelfeld,12,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250042222/index.html,,,2,1,1,6,2,0,119,97
1216,Stefan Mitrović,5,401,Serbia,Serbien,nq,33015,Verteidigung,8,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250070377/index.html,,,0,1,0,6,1,1,188,176
1233,Dušan Tadić,7,430,Serbia,Serbien,nq,32467,Angriff,38,8,http://www.uefa.com/uefaeuro/season=2016/teams/player=1902464/index.html,,,1,2,4,6,8,0,170,139
1242,Marco Verratti,5,437,Italy,Italien,q,33913,Mittelfeld,15,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250006200/index.html,,,0,1,2,6,12,0,409,369
1248,Luca Tosi,7,443,San Marino,San Marino,nq,33912,Mittelfeld,9,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250059190/index.html,,,0,0,1,6,3,1,72,54
1249,Danny,7,443,Portugal,Portugal,q,30535,Mittelfeld,38,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=61148/index.html,,,4,4,4,6,4,2,190,161
1257,Marius Žaliukas,5,450,Lithuania,Litauen,nq,30630,Verteidigung,29,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=62296/index.html,,,0,1,0,6,4,3,184,168
1271,Giorgi Navalovsky,5,450,Georgia,Georgien,nq,31591,Verteidigung,14,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=97699/index.html,,,0,1,1,6,5,2,153,138
1273,Richard Keogh,5,450,Republic of Ireland,Irland,q,31635,Verteidigung,12,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=99235/index.html,,,1,0,0,6,7,0,93,73
1274,Martin Hinteregger,5,450,Austria,Österreich,q,33854,Verteidigung,14,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250020234/index.html,,,0,4,0,6,3,1,251,224
1283,Sebastian Prödl,7,458,Austria,Österreich,q,31949,Verteidigung,57,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=104538/index.html,,,1,3,1,6,4,2,231,213
1294,Petru Racu,7,466,Moldova,Moldawien,nq,31975,Verteidigung,36,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=72926/index.html,,,1,0,0,6,3,1,188,162
1302,Arif Dashdemirov,6,477,Azerbaijan,Azerbaijan,nq,31818,Verteidigung,10,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=74886/index.html,,,0,0,2,6,5,1,267,233
1309,Daniel Mojsov,6,487,FYR Macedonia,Mazedonien,nq,32136,Verteidigung,32,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=105085/index.html,,,0,2,1,6,4,1,253,231
1321,Maksim Medvedev,6,513,Azerbaijan,Azerbaijan,nq,32780,Verteidigung,35,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=103445/index.html,,,1,0,1,6,3,1,248,211
1332,Davide Simoncini,6,531,San Marino,San Marino,nq,31654,Verteidigung,41,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=63812/index.html,,,1,0,0,6,1,2,25,11
1333,Yordan Minev,7,535,Bulgaria,Bulgarien,nq,29508,Verteidigung,24,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250008296/index.html,,,0,1,1,6,3,3,172,143
1359,Branislav Ivanović,7,556,Serbia,Serbien,nq,30734,Verteidigung,87,11,http://www.uefa.com/uefaeuro/season=2016/teams/player=93629/index.html,,,2,3,1,6,4,2,204,177
1365,Roman Shirokov,7,570,Russia,Russland,q,29773,Mittelfeld,53,13,http://www.uefa.com/uefaeuro/season=2016/teams/player=1907617/index.html,,,4,7,2,6,9,0,272,201
1401,Mats Hummels,7,630,Germany,Deutschland,q,32493,Verteidigung,46,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=106587/index.html,,,2,4,0,6,4,3,439,416
1402,Nicolas Hasler,7,630,Liechtenstein,Liechtenstein,nq,33362,Mittelfeld,39,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=106438/index.html,,,1,3,0,6,9,0,149,129
1418,Lars Jacobsen,8,650,Denmark,Dänemark,nq,29118,Verteidigung,89,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=33364/index.html,,,0,0,0,6,5,2,215,184
1421,Mišo Brečko,8,661,Slovenia,Slowenien,nq,30803,Verteidigung,77,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=68843/index.html,,,1,1,1,6,6,1,216,189
1425,Daniel Kaufmann,8,670,Liechtenstein,Liechtenstein,nq,33229,Verteidigung,36,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=101865/index.html,,,0,1,1,6,3,0,189,142
1429,Stephan Lichtsteiner,8,677,Switzerland,Schweiz,q,30697,Verteidigung,81,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=56942/index.html,,,1,3,1,6,23,1,349,309
1433,Omri Ben Harush,8,683,Israel,Israel,nq,32939,Verteidigung,14,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250005476/index.html,,,0,1,0,6,7,1,223,188
1436,Sølvi Vatnhamar,8,690,Faroe Islands,Faroe Islands,nq,31537,Mittelfeld,10,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250061384/index.html,,,0,1,0,6,8,1,141,114
1446,Christian Eriksen,8,706,Denmark,Dänemark,nq,33648,Mittelfeld,61,9,http://www.uefa.com/uefaeuro/season=2016/teams/player=1905884/index.html,,,5,4,8,6,5,1,421,363
1458,Seamus Coleman,8,720,Republic of Ireland,Irland,q,32427,Verteidigung,34,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1909700/index.html,,,2,2,0,6,15,2,235,185
1513,Alan Hutton,9,810,Scotland,Schottland,nq,31016,Verteidigung,50,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=71989/index.html,,,0,1,0,6,19,1,363,320
1535,Ari Skúlason,10,856,Iceland,Island,q,31911,Verteidigung,38,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=73335/index.html,,,0,3,2,6,11,2,351,285
1561,Jérôme Boateng,10,900,Germany,Deutschland,q,32389,Verteidigung,59,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=98865/index.html,,,3,4,1,6,4,1,670,597
1564,Jan Vertonghen,10,900,Belgium,Belgien,q,31891,Verteidigung,78,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=103704/index.html,,,2,2,2,6,7,2,553,514
974,Nemanja Gudelj,3,181,Serbia,Serbien,nq,33558,Mittelfeld,11,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1909874/index.html,,,0,1,0,7,6,0,56,48
1019,Nikolai Signevich,5,209,Belarus,Belarus,nq,33654,Angriff,6,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250027769/index.html,,,0,2,0,7,3,0,51,37
1035,Vladimir Jovović,4,224,Montenegro,Montenegro,nq,34633,Mittelfeld,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250054365/index.html,,,2,7,0,7,10,0,69,50
1061,Martin Vunk,3,253,Estonia,Estland,nq,30915,Mittelfeld,67,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=57331/index.html,,,1,0,2,7,1,0,53,47
1070,Jānis Ikaunieks,6,261,Latvia,Lettland,nq,34746,Mittelfeld,11,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250042729/index.html,,,1,2,1,7,3,1,59,45
1075,Georgi Iliev,4,266,Bulgaria,Bulgarien,nq,29834,Mittelfeld,24,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=66339/index.html,,,1,4,3,7,1,0,113,99
1093,Nenad Tomović,3,270,Serbia,Serbien,nq,32019,Verteidigung,22,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=99310/index.html,,,0,0,0,7,2,1,77,71
1126,Pieros Sotiriou,5,309,Cyprus,Zypern,nq,33982,Angriff,16,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250014080/index.html,,,2,2,2,7,7,1,53,43
1138,Daryl Murphy,5,317,Republic of Ireland,Irland,q,30390,Angriff,20,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=95639/index.html,,,5,3,1,7,2,0,53,46
1153,Levan Mchedlidze,5,340,Georgia,Georgien,nq,32956,Angriff,29,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=103473/index.html,,,6,4,3,7,7,0,38,32
1154,Artur Edigaryan,4,341,Armenia,Armenien,nq,31954,Mittelfeld,42,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=74420/index.html,,,1,1,0,7,5,2,112,92
1159,Sergei Krivets,4,350,Belarus,Belarus,nq,31571,Mittelfeld,35,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=97644/index.html,,,1,5,3,7,6,0,157,132
1174,Milovan Petrovikj,4,360,FYR Macedonia,Mazedonien,nq,32896,Mittelfeld,6,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250006945/index.html,,,0,3,0,7,2,1,159,123
1187,Roman Zozulya,5,361,Ukraine,Ukraine,q,32829,Angriff,26,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=102745/index.html,,,0,4,0,7,7,1,48,46
1198,Volkan Şen,7,377,Turkey,Türkei,q,31965,Mittelfeld,17,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1909668/index.html,,,4,3,3,7,8,1,150,130
1201,Karolis Chvedukas,6,382,Lithuania,Litauen,nq,33349,Mittelfeld,14,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250009000/index.html,,,1,1,1,7,2,2,78,65
1203,Óscar Sonejee,7,384,Andorra,Andorra,nq,27845,Verteidigung,106,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=46093/index.html,,,0,0,0,7,3,1,15,13
1218,Ivan Quintans,5,402,Liechtenstein,Liechtenstein,nq,32796,Verteidigung,21,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250008893/index.html,,,0,0,1,7,3,1,79,47
1227,José Holebas,5,415,Greece,Griechenland,nq,30860,Verteidigung,35,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250020526/index.html,,,1,1,0,7,2,2,117,93
1228,Tiago,5,416,Portugal,Portugal,q,29708,Mittelfeld,66,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=52694/index.html,,,1,3,1,7,1,3,245,221
1240,Karlen Mkrtchyan,6,435,Armenia,Armenien,nq,32472,Mittelfeld,45,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=99982/index.html,,,0,3,0,7,7,1,152,143
1245,Mark Gurman,7,441,Kazakhstan,Kasachstan,nq,32548,Verteidigung,26,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=98210/index.html,,,0,0,0,7,2,0,101,83
1298,Marc Wilson,6,473,Republic of Ireland,Irland,q,32006,Verteidigung,24,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=93269/index.html,,,1,0,0,7,2,2,203,185
1303,Lucian Sânmărtean,7,478,Romania,Rumänien,q,29293,Mittelfeld,20,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=56262/index.html,,,0,1,0,7,17,0,302,248
1305,Kyle Casciaro,8,484,Gibraltar,Gibraltar,nq,32113,Mittelfeld,16,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250067523/index.html,,,2,1,0,7,7,1,94,76
1306,Burim Kukeli,7,485,Albania,Albanien,q,30697,Mittelfeld,15,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250019362/index.html,,,0,0,0,7,5,2,260,226
1323,Elsad Zverotić,8,519,Montenegro,Montenegro,nq,31716,Verteidigung,58,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=70642/index.html,,,2,0,1,7,6,1,220,183
1324,Giovanni Bonini,6,519,San Marino,San Marino,nq,31660,Mittelfeld,23,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=63816/index.html,,,1,3,0,7,1,1,36,28
1329,Ilja Antonov,7,528,Estonia,Estland,nq,33943,Mittelfeld,26,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250026483/index.html,,,1,2,4,7,7,1,136,118
1336,Mindaugas Panka,7,536,Lithuania,Litauen,nq,30803,Mittelfeld,39,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=68346/index.html,,,3,1,0,7,8,2,187,168
1354,Igor Smolnikov,7,543,Russia,Russland,q,32363,Verteidigung,14,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=108017/index.html,,,1,1,1,7,9,1,249,228
1357,Alessandro Della Valle,8,554,San Marino,San Marino,nq,30110,Verteidigung,59,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=41633/index.html,,,0,0,0,7,4,1,43,27
1363,Teemu Pukki,9,566,Finland,Finnland,nq,32961,Angriff,47,8,http://www.uefa.com/uefaeuro/season=2016/teams/player=103799/index.html,,,9,4,3,7,3,0,107,92
1369,Dániel Tőzsér,8,582,Hungary,Ungarn,q,31179,Mittelfeld,30,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=61957/index.html,,,3,2,2,7,3,3,251,220
1371,Bojan Jokić,7,585,Slovenia,Slowenien,nq,31549,Verteidigung,79,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=68780/index.html,,,0,0,0,7,7,1,293,242
1381,Birkir Sævarsson,8,612,Iceland,Island,q,30997,Verteidigung,57,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=104623/index.html,,,1,0,0,7,11,1,166,137
1382,Jere Uronen,7,615,Finland,Finnland,nq,34528,Verteidigung,17,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250019145/index.html,,,0,3,1,7,4,0,240,212
1387,Bauyrzhan Islamkhan,8,621,Kazakhstan,Kasachstan,nq,34023,Mittelfeld,21,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250013949/index.html,,,3,5,1,7,11,0,297,262
1390,Ben Davies,7,630,Wales,Wales,q,34083,Verteidigung,20,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250012942/index.html,,,0,1,0,7,6,0,376,352
1403,Gregory van der Wiel,7,630,Netherlands,Niederlande,nq,32176,Verteidigung,46,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=106762/index.html,,,0,2,1,7,4,3,417,396
1408,José Hirsch,10,632,San Marino,San Marino,nq,31443,Angriff,12,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250040458/index.html,,,0,2,1,7,14,0,61,41
1434,Pierre Bengtsson,8,686,Sweden,Schweden,q,32245,Verteidigung,21,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=1904230/index.html,,,0,1,0,7,4,1,228,190
1435,Vladislavs Gabovs,9,688,Latvia,Lettland,nq,31971,Verteidigung,25,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=74012/index.html,,,1,4,0,7,3,0,168,134
1444,Taijo Teniste,8,701,Estonia,Estland,nq,32173,Mittelfeld,45,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=96681/index.html,,,1,2,1,7,8,0,251,219
1445,Bibras Natcho,8,704,Israel,Israel,nq,32191,Mittelfeld,41,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=97869/index.html,,,1,2,3,7,7,1,535,453
1449,Toni Šunjić,9,711,Bosnia and Herzegovina,Bosnien,nq,32492,Verteidigung,22,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=108136/index.html,,,0,2,1,7,9,2,330,308
1452,Chris Brunt,8,713,Northern Ireland,Nordirland,q,31030,Mittelfeld,54,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=69076/index.html,,,2,4,3,7,4,2,243,181
1475,Georgi Milanov,10,733,Bulgaria,Bulgarien,nq,33653,Mittelfeld,30,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250004244/index.html,,,2,1,1,7,31,1,247,212
1497,Martin Olsson,10,806,Sweden,Schweden,q,32280,Verteidigung,34,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=108226/index.html,,,1,0,3,7,9,1,286,264
1519,Tomáš Hubočan,9,810,Slovakia,Slowakei,q,31307,Verteidigung,44,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=95711/index.html,,,0,3,0,7,10,1,275,239
1532,Tal Ben Haim,10,855,Israel,Israel,nq,30041,Verteidigung,91,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=59690/index.html,,,0,1,0,7,5,2,444,404
1536,Martin Büchel,10,858,Liechtenstein,Liechtenstein,nq,31827,Mittelfeld,60,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=68029/index.html,,,0,2,3,7,10,1,167,138
1560,Vlad Chiricheş,10,900,Romania,Rumänien,q,32826,Verteidigung,41,0,http://www.uefa.com/uefaeuro/season=2016/teams/player=250012057/index.html,,,1,2,2,7,14,1,381,344
